"md5_email"|"V01"|"V02"|"V03"|"V04"|"V05"|"V06"|"V07"|"V08"|"V09"|"V10"|"V11"|"V12"|"V13"|"V14"|"V15"|"V16"|"V17"|"V18"|"V19"|"V20"|"V21"|"V22"|"V23"|"V24"|"V25"|"V26"|"V27"|"V28"|"V29"|"V30"|"V31"|"V32"|"V33"|"V34"|"V35"|"V36"|"V37"|"V38"|"V39"|"V40"|"V41"|"V42"|"V43"|"V44"|"V45"|"V46"|"V47"|"V48"|"V49"|"V50"|"V51"|"V52"|"V53"|"V54"|"V55"|"V56"|"V57"|"V58"|"V59"|"V60"|"Year"|"Week"
"407"|"02d4f348c9ff72739686fa81e3e13ee1"|2.6|1|1|3.4|2.6|1|2.6|1.8|2.6|2.6|1.8|1.8|2.6|2.6|2.6|2.6|2.6|2.6|2.6|1|2.6|1|1.8|1.8|1|3.4|2.6|2.6|1|2.6|3.4|2.6|2.6|2.6|3.4|2.6|2.6|2.6|2.6|2.6|3.4|2.6|1.8|2.6|2.6|2.6|2.6|1.8|2.6|3.4|2.6|3.4|2.6|2.6|2.6|2.6|2.6|2.6|2.6|1.8|2010|31
"408"|"43813ec2e223c58b510fbc6617bf2b66"|3.4|5|1|5|5|5|3.4|2.6|5|5|4.2|3.4|4.2|5|5|4.2|5|5|4.2|1|5|5|5|5|2.6|5|3.4|5|4.2|3.4|5|2.6|4.2|4.2|4.2|5|4.2|5|5|5|4.2|4.2|4.2|3.4|4.2|5|4.2|3.4|4.2|1|3.4|5|5|5|3.4|5|4.2|4.2|5|5|2010|31
"409"|"9faff925ba43c4837cd4ef6dd460165b"|4.2|3.4|1|4.2|4.2|3.4|4.2|3.4|4.2|3.4|3.4|5|3.4|4.2|5|4.2|3.4|3.4|3.4|3.4|5|3.4|3.4|4.2|1.8|3.4|4.2|3.4|5|3.4|5|1.8|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|5|4.2|4.2|4.2|3.4|3.4|3.4|2.6|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|3.4|5|4.2|2010|31
"410"|"3b87bffacdd35679a992eadf816120a2"|3.4|4.2|3.4|4.2|4.2|2.6|4.2|2.6|5|3.4|3.4|3.4|4.2|4.2|3.4|4.2|2.6|4.2|4.2|2.6|4.2|4.2|3.4|3.4|2.6|5|3.4|4.2|3.4|4.2|5|4.2|3.4|5|4.2|4.2|4.2|5|3.4|4.2|5|4.2|5|5|4.2|2.6|3.4|2.6|4.2|5|4.2|4.2|4.2|5|2.6|4.2|3.4|3.4|5|2.6|2010|31
"411"|"3b87bffacdd35679a992eadf816120a2"|1.8|2.6|3.4|1.8|2.6|3.4|2.6|3.4|2.6|2.6|2.6|1.8|3.4|2.6|3.4|2.6|1.8|2.6|3.4|3.4|3.4|2.6|1.8|2.6|3.4|2.6|2.6|2.6|3.4|1.8|2.6|2.6|2.6|3.4|2.6|2.6|3.4|3.4|2.6|3.4|3.4|2.6|2.6|2.6|3.4|3.4|2.6|3.4|3.4|3.4|2.6|2.6|3.4|3.4|3.4|3.4|3.4|2.6|3.4|2.6|2010|31
"412"|"3b864126976dd95054f4af859f06d380"|3.4|3.4|3.4|3.4|2.6|3.4|1.8|3.4|3.4|2.6|4.2|3.4|3.4|2.6|3.4|2.6|2.6|2.6|2.6|1.8|3.4|3.4|3.4|4.2|1.8|3.4|1.8|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|2.6|2.6|3.4|2.6|2.6|2.6|2.6|4.2|2.6|2.6|3.4|4.2|4.2|2.6|3.4|3.4|4.2|3.4|3.4|2010|31
"403"|"53f569393a36a4b6e1ecb9da86fd05ce"|2.6|3.4|2.6|4.2|4.2|4.2|4.2|2.6|3.4|2.6|2.6|1.8|1.8|1.8|3.4|2.6|4.2|4.2|1.8|1.8|3.4|3.4|4.2|3.4|1|2.6|2.6|4.2|3.4|2.6|4.2|2.6|4.2|4.2|4.2|3.4|4.2|3.4|2.6|4.2|4.2|4.2|4.2|2.6|3.4|4.2|4.2|3.4|3.4|3.4|1.8|4.2|5|3.4|1.8|4.2|2.6|2.6|3.4|4.2|2010|28
"404"|"4c6c90b9478322bac1327d2ffc7552c4"|4.2|4.2|1|5|4.2|3.4|4.2|5|5|5|2.6|5|4.2|5|5|4.2|5|4.2|4.2|1|4.2|5|4.2|4.2|1|5|5|3.4|1|4.2|3.4|3.4|4.2|4.2|3.4|5|3.4|5|4.2|5|4.2|5|4.2|5|4.2|5|4.2|5|5|4.2|5|5|5|5|5|4.2|5|5|5|5|2010|28
"399"|"a83fca7c8d57e9b734524770e33d1ef8"|3.4|4.2|1.8|5|5|5|2.6|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|1.8|3.4|5|5|3.4|2.6|4.2|4.2|4.2|3.4|3.4|5|3.4|5|5|3.4|4.2|2.6|4.2|4.2|4.2|3.4|4.2|3.4|3.4|4.2|3.4|4.2|3.4|4.2|3.4|2.6|4.2|5|4.2|2.6|2.6|4.2|4.2|2.6|4.2|2010|26
"400"|"5c94b3d02e8d35910f108d59abedbc58"|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2010|26
"401"|"5c94b3d02e8d35910f108d59abedbc58"|4.2|4.2|1.8|4.2|4.2|3.4|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|3.4|4.2|4.2|4.2|2.6|1.8|3.4|4.2|3.4|3.4|4.2|4.2|3.4|4.2|2.6|2.6|3.4|4.2|4.2|4.2|4.2|4.2|2.6|5|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|2.6|3.4|5|5|4.2|4.2|5|5|4.2|4.2|2010|26
"402"|"e45e48b140d9772567ae57ec2408524b"|4.2|2.6|1.8|5|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|3.4|5|4.2|4.2|4.2|4.2|2.6|3.4|2.6|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|3.4|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2010|26
"397"|"bac0e7181b90ad3cb061c0e28cfc7809"|2.6|1.8|2.6|5|2.6|1.8|4.2|1.8|4.2|3.4|4.2|1|2.6|1.8|3.4|4.2|2.6|3.4|3.4|1.8|1.8|2.6|2.6|5|1|4.2|1.8|3.4|1.8|2.6|2.6|3.4|3.4|4.2|4.2|3.4|1.8|4.2|5|4.2|2.6|2.6|3.4|4.2|3.4|3.4|3.4|4.2|4.2|1.8|1.8|3.4|4.2|4.2|2.6|4.2|2.6|3.4|2.6|3.4|2010|25
"398"|"ce8a740462d3ffe93125730c96aad056"|4.2|3.4|1.8|2.6|3.4|2.6|3.4|2.6|3.4|3.4|2.6|3.4|3.4|3.4|2.6|3.4|2.6|2.6|2.6|2.6|2.6|2.6|3.4|3.4|1|3.4|2.6|2.6|3.4|3.4|2.6|2.6|2.6|3.4|1.8|4.2|1.8|4.2|3.4|2.6|4.2|3.4|1.8|3.4|4.2|1.8|2.6|1.8|3.4|3.4|3.4|1.8|4.2|4.2|4.2|3.4|2.6|3.4|4.2|1.8|2010|25
"396"|"68f3131e6a648e72eafadcc1a7816cb4"|4.2|4.2|1.8|3.4|4.2|4.2|3.4|2.6|4.2|3.4|3.4|3.4|3.4|4.2|2.6|4.2|4.2|3.4|2.6|2.6|3.4|3.4|4.2|3.4|2.6|4.2|4.2|3.4|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|3.4|3.4|4.2|3.4|3.4|2.6|3.4|3.4|3.4|4.2|2.6|2.6|3.4|3.4|2.6|4.2|4.2|3.4|3.4|3.4|3.4|3.4|3.4|2.6|2010|23
"390"|"6177e4ae08a0c239847b721beace64cc"|5|4.2|2.6|5|5|5|5|3.4|5|4.2|1.8|5|4.2|5|5|5|5|5|3.4|1|1|4.2|5|4.2|1|5|1.8|5|1.8|4.2|5|5|5|5|4.2|4.2|5|5|5|5|4.2|5|5|5|4.2|5|2.6|4.2|5|4.2|3.4|5|5|5|5|2.6|5|5|4.2|4.2|2010|22
"391"|"f11bd3d803e7d1be08ee89413e678ce3"|4.2|5|1|4.2|5|3.4|4.2|4.2|5|5|2.6|4.2|4.2|5|4.2|4.2|5|4.2|3.4|1|3.4|5|5|5|1|4.2|3.4|3.4|2.6|5|5|1.8|5|5|4.2|5|1.8|4.2|4.2|3.4|5|5|4.2|5|4.2|5|5|3.4|5|3.4|5|4.2|5|5|4.2|5|4.2|5|1.8|5|2010|22
"392"|"2f35d0972fad89ac25476ed91d98ee29"|3.4|3.4|3.4|3.4|2.6|3.4|3.4|2.6|4.2|4.2|2.6|3.4|2.6|3.4|3.4|4.2|4.2|4.2|3.4|1.8|2.6|3.4|4.2|2.6|2.6|4.2|2.6|4.2|2.6|3.4|3.4|3.4|3.4|2.6|3.4|3.4|2.6|2.6|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|4.2|3.4|2.6|3.4|3.4|3.4|4.2|3.4|3.4|4.2|2.6|4.2|3.4|4.2|2010|22
"393"|"41e47c21dde50247a438128255e7ce51"|4.2|5|1.8|4.2|4.2|5|5|4.2|5|5|5|4.2|5|5|5|5|5|5|4.2|3.4|5|3.4|5|3.4|3.4|4.2|5|3.4|4.2|5|5|5|4.2|5|2.6|5|5|5|4.2|5|5|4.2|5|5|5|5|4.2|4.2|4.2|5|4.2|5|5|5|4.2|5|5|5|5|4.2|2010|22
"394"|"8f2a765187594755f64c8d11bf34a3cc"|3.4|4.2|2.6|3.4|3.4|4.2|3.4|3.4|4.2|3.4|2.6|2.6|3.4|3.4|4.2|4.2|4.2|4.2|2.6|3.4|3.4|3.4|4.2|4.2|3.4|3.4|1.8|2.6|3.4|3.4|4.2|2.6|4.2|3.4|3.4|3.4|2.6|3.4|3.4|3.4|3.4|3.4|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|4.2|3.4|4.2|3.4|4.2|2010|22
"395"|"0fb0405185909fe5573273a77f1c25da"|3.4|3.4|1.8|4.2|4.2|3.4|4.2|2.6|3.4|1.8|2.6|3.4|4.2|2.6|3.4|4.2|4.2|3.4|3.4|1.8|4.2|4.2|4.2|5|3.4|4.2|4.2|2.6|2.6|4.2|4.2|4.2|1.8|4.2|4.2|4.2|2.6|4.2|5|3.4|2.6|3.4|3.4|4.2|3.4|4.2|5|1.8|2.6|4.2|4.2|3.4|4.2|3.4|1.8|2.6|3.4|2.6|4.2|4.2|2010|22
"388"|"df60685dad896eca48fad1f347ae5f68"|5|5|1.8|5|4.2|4.2|4.2|2.6|4.2|4.2|3.4|2.6|4.2|5|4.2|4.2|4.2|4.2|4.2|3.4|4.2|5|5|4.2|1.8|5|3.4|3.4|4.2|4.2|2.6|4.2|4.2|2.6|3.4|4.2|2.6|4.2|4.2|3.4|2.6|3.4|3.4|4.2|4.2|2.6|4.2|3.4|3.4|4.2|4.2|3.4|4.2|4.2|2.6|3.4|3.4|4.2|2.6|2.6|2010|21
"389"|"ccdc141f58ef9a3378a2b418593670c8"|1.8|4.2|1.8|4.2|4.2|5|1.8|3.4|4.2|4.2|2.6|2.6|4.2|4.2|4.2|3.4|5|5|3.4|1.8|3.4|4.2|4.2|3.4|1.8|2.6|4.2|2.6|1|3.4|3.4|3.4|2.6|4.2|3.4|4.2|2.6|4.2|4.2|3.4|3.4|3.4|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|2.6|3.4|4.2|4.2|3.4|3.4|3.4|4.2|3.4|3.4|2010|21
"385"|"ef625b83a8351968d8147988f6917239"|5|4.2|1.8|4.2|4.2|3.4|2.6|3.4|5|4.2|1|4.2|1.8|5|3.4|4.2|4.2|3.4|4.2|1.8|1.8|4.2|3.4|5|1|5|3.4|4.2|1.8|4.2|5|4.2|5|4.2|5|4.2|3.4|5|5|5|4.2|5|3.4|5|3.4|4.2|3.4|2.6|4.2|5|5|4.2|5|4.2|4.2|3.4|4.2|5|5|4.2|2010|20
"386"|"96871b943bb937f805981ea188c3395d"|3.4|4.2|2.6|3.4|4.2|4.2|4.2|3.4|4.2|3.4|3.4|4.2|3.4|4.2|3.4|3.4|4.2|4.2|3.4|4.2|3.4|3.4|4.2|3.4|3.4|4.2|2.6|3.4|4.2|4.2|4.2|4.2|5|5|4.2|5|3.4|4.2|5|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2010|20
"387"|"7ef3cf157f7b44517a69d6bba8467cbe"|5|5|1.8|5|5|5|5|2.6|5|5|2.6|5|3.4|5|4.2|5|5|5|5|1.8|4.2|5|5|5|3.4|5|4.2|4.2|3.4|5|5|5|5|5|4.2|5|4.2|5|5|5|5|5|5|4.2|5|5|5|5|4.2|5|5|5|5|5|5|5|5|5|5|5|2010|20
"372"|"563ec111a5540a9a1b2363e705d1ecae"|3.4|4.2|3.4|4.2|5|5|4.2|3.4|4.2|4.2|2.6|5|2.6|2.6|5|5|4.2|5|2.6|1.8|4.2|5|5|4.2|3.4|4.2|3.4|4.2|2.6|3.4|5|4.2|3.4|4.2|4.2|5|2.6|5|5|5|3.4|2.6|3.4|5|5|4.2|2.6|2.6|2.6|1.8|1.8|5|4.2|4.2|4.2|2.6|4.2|4.2|4.2|2.6|2010|19
"373"|"912026c1b7cae54f227e3ed994832087"|3.4|2.6|4.2|1.8|4.2|4.2|4.2|4.2|4.2|3.4|2.6|2.6|4.2|4.2|3.4|4.2|4.2|3.4|2.6|3.4|2.6|3.4|4.2|4.2|1.8|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|1.8|4.2|5|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|1.8|3.4|3.4|2.6|3.4|5|4.2|4.2|3.4|5|3.4|4.2|4.2|2010|19
"375"|"d41d8cd98f00b204e9800998ecf8427e"|3.4|2.6|4.2|1.8|4.2|4.2|4.2|4.2|4.2|3.4|2.6|2.6|4.2|4.2|3.4|4.2|4.2|3.4|2.6|3.4|2.6|3.4|4.2|4.2|1.8|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|1.8|4.2|5|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|1.8|3.4|3.4|2.6|3.4|5|4.2|4.2|3.4|5|3.4|4.2|4.2|2010|19
"376"|"4cbe9ae56a22f1fb66e6d60c2c3f9c15"|1.8|2.6|3.4|3.4|3.4|2.6|2.6|3.4|2.6|2.6|2.6|3.4|2.6|2.6|3.4|2.6|2.6|3.4|2.6|2.6|2.6|2.6|3.4|4.2|2.6|2.6|1.8|4.2|1.8|3.4|3.4|3.4|4.2|3.4|3.4|3.4|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|4.2|3.4|3.4|3.4|4.2|2.6|3.4|2010|19
"377"|"93bc9e0169d8f99f5058b81bf2f4e8d0"|2.6|5|1.8|5|3.4|4.2|2.6|2.6|4.2|4.2|4.2|3.4|4.2|4.2|5|4.2|4.2|4.2|4.2|2.6|3.4|2.6|4.2|3.4|3.4|3.4|1.8|1.8|3.4|4.2|4.2|4.2|4.2|5|1.8|5|4.2|5|5|4.2|4.2|4.2|3.4|4.2|5|4.2|3.4|1.8|4.2|5|2.6|4.2|4.2|5|2.6|2.6|4.2|5|3.4|2.6|2010|19
"378"|"f4bb05184d8137e4c696f4735d38b17e"|5|3.4|1.8|5|5|5|5|4.2|4.2|4.2|1.8|1.8|4.2|3.4|5|5|5|5|4.2|1.8|1.8|5|4.2|4.2|3.4|5|4.2|4.2|1.8|4.2|3.4|2.6|4.2|3.4|1|4.2|1.8|3.4|5|3.4|3.4|3.4|3.4|4.2|4.2|3.4|4.2|2.6|4.2|3.4|2.6|4.2|4.2|4.2|2.6|4.2|3.4|2.6|4.2|4.2|2010|19
"379"|"64702bfca5a29b8fbffd628a8dce5c36"|1|3.4|3.4|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|2.6|3.4|4.2|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|5|4.2|4.2|3.4|4.2|2.6|4.2|3.4|4.2|4.2|2.6|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|3.4|2.6|3.4|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|3.4|4.2|2010|19
"380"|"9c1b4b41364e208c423a89a8d7fe5f53"|2.6|4.2|1.8|2.6|4.2|3.4|3.4|4.2|5|4.2|1.8|1.8|2.6|4.2|2.6|5|4.2|5|2.6|1.8|3.4|4.2|4.2|3.4|2.6|4.2|3.4|4.2|1.8|5|4.2|4.2|5|4.2|3.4|4.2|3.4|4.2|4.2|3.4|4.2|2.6|4.2|4.2|5|3.4|3.4|3.4|4.2|4.2|3.4|4.2|5|4.2|3.4|2.6|3.4|4.2|4.2|3.4|2010|19
"381"|"744fcd237a328f4d9f31c993caa3c3ca"|2.6|3.4|2.6|3.4|5|5|3.4|1|5|5|1|1|1|5|3.4|5|5|5|1.8|1|1|5|5|5|1|4.2|2.6|5|1|5|4.2|2.6|5|1|2.6|5|1|5|5|4.2|1|5|5|5|5|5|5|5|1.8|1.8|5|2.6|5|5|3.4|4.2|4.2|5|3.4|5|2010|19
"382"|"b457c497db9178bb3e83367e22856d50"|3.4|1.8|1.8|5|5|3.4|5|5|5|5|2.6|1.8|5|2.6|5|4.2|5|5|4.2|1|3.4|5|5|5|2.6|5|4.2|5|2.6|5|5|5|4.2|5|4.2|5|2.6|5|5|5|4.2|5|4.2|5|5|5|5|5|5|5|2.6|5|5|5|4.2|5|5|5|5|4.2|2010|19
"383"|"c28e7f85ccb97140cad4bf270ba4474a"|4.2|4.2|2.6|3.4|4.2|4.2|3.4|2.6|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4|3.4|4.2|3.4|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|4.2|2.6|3.4|3.4|3.4|3.4|3.4|2010|19
"384"|"7aa30a54ef4a8a04610353f7b1242773"|3.4|3.4|3.4|3.4|5|4.2|5|4.2|5|5|3.4|3.4|3.4|3.4|5|5|5|4.2|4.2|2.6|2.6|3.4|5|4.2|1|5|4.2|4.2|3.4|5|5|5|5|5|4.2|4.2|3.4|5|5|5|3.4|3.4|5|5|5|4.2|5|4.2|4.2|3.4|3.4|2.6|5|5|1.8|4.2|5|5|4.2|5|2010|19
"371"|"5b9d35aaf630f5340c947c39538dc39b"|4.2|3.4|1|5|5|5|5|5|5|4.2|1.8|3.4|4.2|4.2|5|5|5|4.2|3.4|1.8|4.2|5|5|5|1|5|1|4.2|1|5|2.6|2.6|2.6|2.6|2.6|2.6|2.6|5|2.6|2.6|2.6|2.6|2.6|3.4|2.6|5|2.6|2.6|2.6|2.6|2.6|2.6|2.6|3.4|2.6|2.6|2.6|2.6|2.6|2.6|2010|18
"368"|"bddd8810ed128e1b64277eed94b85fe5"|3.4|2.6|3.4|4.2|4.2|3.4|3.4|1.8|5|2.6|1.8|1.8|3.4|3.4|4.2|5|4.2|4.2|1.8|1.8|1.8|5|3.4|4.2|1.8|4.2|4.2|5|1.8|3.4|3.4|4.2|4.2|1.8|4.2|4.2|2.6|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|5|4.2|4.2|2.6|4.2|1.8|4.2|5|4.2|2.6|4.2|4.2|4.2|3.4|5|2010|17
"369"|"faf0d80eb72e9c5b8b49bb969d06e789"|3.4|1.8|1|5|4.2|4.2|5|4.2|5|5|1|4.2|4.2|5|3.4|5|4.2|5|3.4|1.8|1|4.2|5|4.2|1|4.2|3.4|5|1.8|5|5|4.2|5|3.4|4.2|5|1.8|5|5|4.2|2.6|4.2|5|4.2|3.4|5|4.2|3.4|3.4|2.6|4.2|5|5|4.2|4.2|4.2|2.6|5|5|3.4|2010|17
"370"|"46caa94569655e0578640c91c92e8701"|2.6|4.2|2.6|5|4.2|4.2|3.4|3.4|4.2|3.4|2.6|2.6|4.2|3.4|4.2|4.2|5|4.2|3.4|1|3.4|4.2|4.2|5|1.8|4.2|3.4|3.4|1.8|3.4|3.4|2.6|3.4|4.2|4.2|4.2|2.6|3.4|3.4|5|5|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|3.4|3.4|4.2|5|3.4|3.4|5|4.2|4.2|4.2|2.6|2010|17
"367"|"b97393114cbc99e40d5faa821fa09f00"|3.4|5|1|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|3.4|4.2|4.2|3.4|1.8|4.2|4.2|4.2|2.6|4.2|4.2|4.2|5|4.2|4.2|5|4.2|4.2|5|4.2|5|4.2|4.2|4.2|5|5|4.2|2.6|5|4.2|3.4|5|4.2|4.2|3.4|4.2|5|4.2|4.2|5|2010|14
"363"|"d4117369df7e8e576dcdb48db4f6c3db"|3.4|5|3.4|4.2|4.2|5|2.6|3.4|4.2|3.4|1.8|5|1.8|5|2.6|4.2|5|5|2.6|1|2.6|2.6|4.2|2.6|1.8|5|2.6|5|1.8|5|5|1.8|4.2|4.2|5|5|2.6|4.2|5|3.4|1.8|4.2|1.8|3.4|2.6|2.6|2.6|4.2|5|1.8|4.2|2.6|5|2.6|3.4|1.8|4.2|3.4|2.6|2.6|2010|13
"364"|"34441ab12a4b9783e808204979f845a0"|2.6|3.4|1.8|4.2|5|4.2|2.6|3.4|5|2.6|1|4.2|3.4|3.4|4.2|4.2|5|2.6|3.4|1|3.4|4.2|4.2|4.2|1|4.2|4.2|4.2|1|4.2|3.4|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4|2010|13
"365"|"1a1b73ea3f33987c8a6f15435b68d4c7"|3.4|4.2|1.8|3.4|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|5|4.2|5|4.2|4.2|1.8|4.2|3.4|4.2|4.2|1|4.2|4.2|3.4|3.4|3.4|4.2|2.6|4.2|4.2|3.4|4.2|4.2|5|3.4|3.4|5|4.2|3.4|3.4|3.4|2.6|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|2010|13
"366"|"271594c33d4502ded1458208db7a5a64"|3.4|4.2|3.4|4.2|5|4.2|2.6|2.6|4.2|3.4|2.6|3.4|4.2|4.2|3.4|4.2|5|4.2|3.4|1|4.2|4.2|3.4|5|4.2|4.2|3.4|3.4|1|4.2|3.4|3.4|2.6|3.4|3.4|3.4|2.6|4.2|3.4|3.4|2.6|3.4|3.4|3.4|4.2|3.4|3.4|2.6|3.4|2.6|3.4|3.4|4.2|3.4|3.4|2.6|3.4|2.6|3.4|3.4|2010|13
"356"|"51ff26cff9432cdce6cab05662e58e8a"|3.4|4.2|1|3.4|4.2|4.2|3.4|3.4|5|4.2|3.4|4.2|3.4|4.2|3.4|3.4|4.2|3.4|3.4|1.8|4.2|4.2|3.4|4.2|1|4.2|2.6|3.4|4.2|4.2|4.2|2.6|3.4|3.4|3.4|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|4.2|3.4|4.2|3.4|4.2|4.2|3.4|2010|12
"357"|"67966080f2d33d8f82fd163bd155ad60"|4.2|4.2|1|4.2|5|4.2|5|4.2|4.2|5|3.4|4.2|4.2|5|4.2|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|2.6|4.2|3.4|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|3.4|4.2|3.4|5|5|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|2010|12
"358"|"e07175c50939317eefd04a4f83e9fc66"|2.6|4.2|1.8|5|3.4|4.2|4.2|1.8|5|3.4|2.6|2.6|2.6|4.2|3.4|4.2|4.2|4.2|2.6|1|2.6|5|4.2|5|3.4|5|5|4.2|4.2|2.6|3.4|2.6|4.2|3.4|3.4|3.4|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|2.6|4.2|3.4|4.2|1|2.6|3.4|4.2|4.2|5|4.2|3.4|3.4|5|4.2|3.4|2010|12
"359"|"174dc898571bfbf7cf4dabd719fb07e0"|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2010|12
"360"|"174dc898571bfbf7cf4dabd719fb07e0"|4.2|4.2|1|2.6|4.2|3.4|2.6|1.8|5|4.2|3.4|3.4|4.2|5|4.2|4.2|5|2.6|4.2|1.8|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|5|4.2|3.4|4.2|3.4|4.2|4.2|4.2|5|3.4|2.6|4.2|5|4.2|4.2|2010|12
"361"|"2c1d94242af973d6b5804558324ceb05"|2.6|2.6|3.4|5|4.2|2.6|4.2|1.8|3.4|1.8|3.4|2.6|2.6|2.6|4.2|3.4|3.4|4.2|2.6|1.8|3.4|2.6|4.2|4.2|3.4|4.2|2.6|3.4|4.2|2.6|2.6|4.2|4.2|2.6|4.2|4.2|2.6|4.2|5|3.4|2.6|2.6|3.4|3.4|3.4|3.4|4.2|3.4|1.8|1.8|2.6|2.6|4.2|4.2|3.4|3.4|3.4|3.4|2.6|3.4|2010|12
"362"|"10ac9c8704829bfd35d38f768bdc7cf1"|3.4|4.2|3.4|3.4|4.2|3.4|4.2|2.6|4.2|4.2|1.8|3.4|3.4|5|3.4|5|4.2|4.2|3.4|2.6|2.6|3.4|4.2|4.2|3.4|4.2|4.2|5|2.6|4.2|4.2|3.4|5|4.2|5|5|3.4|5|4.2|4.2|3.4|2.6|4.2|5|2.6|4.2|3.4|3.4|3.4|3.4|4.2|4.2|5|5|3.4|4.2|4.2|4.2|3.4|4.2|2010|12
"350"|"dc9d44bef021787f2d056dc623f5b48b"|2.6|2.6|2.6|4.2|5|1.8|4.2|5|4.2|3.4|2.6|5|4.2|2.6|4.2|4.2|4.2|3.4|3.4|1|3.4|4.2|5|4.2|2.6|5|3.4|5|3.4|4.2|4.2|5|4.2|4.2|5|5|4.2|5|4.2|5|5|5|4.2|3.4|5|5|5|4.2|5|4.2|4.2|5|5|3.4|4.2|4.2|4.2|4.2|5|3.4|2010|11
